,price,area
1646,654493,1302
1647,686045,1366
1648,1838081,3702
1649,724123,2868
1650,691483,2737
1651,59783,192
1652,747670,1491
1653,972069,1946
1654,2065438,4163
1655,1651575,3324
1656,1138283,4538
1657,307591,1190
1658,878971,3493
1659,829855,3294
1660,577995,2280
1661,423987,1659
1662,326191,1265
1663,248167,951
1664,1705464,3433
1665,413487,1617
1666,184939,697
1667,747283,2962
1668,896827,3565
1669,510537,1010
1670,523696,1037
1671,595826,1183
1672,491803,972
1673,2148671,4332
1674,755963,2997
1675,1406703,5620
1676,692723,2742
1677,276935,1067
1678,1523888,3065
1679,840035,3336
1680,728291,1452
1681,970387,3861
1682,1219062,2447
1683,270058,523
1684,860567,1720
1685,534595,2105
1686,348015,1353
1687,227239,866
1688,530131,2087
1689,198071,749
1690,1360212,2733
1691,361999,1410
1692,877483,3487
1693,38951,108
1694,1535227,3088
1695,851284,1701
1696,363143,1414
1697,519467,2044
1698,1532269,3082
1699,716283,2837
1700,846883,3363
1701,284527,1097
1702,834438,1667
1703,707585,1410
1704,538067,2119
1705,1801447,3628
1706,161682,303
1707,787459,3124
1708,1842109,3710
1709,975843,3883
1710,770925,1538
1711,497147,1954
1712,369095,1438
1713,538315,2120
1714,473410,935
1715,373063,1454
1716,338343,1314
1717,488693,966
1718,281399,1085
1719,839861,1678
1720,1865773,3758
1721,144920,269
1722,578912,1149
1723,467387,1834
1724,946083,3763
1725,270735,1042
1726,51103,157
1727,740243,2933
1728,231455,883
1729,334127,1297
1730,608492,1209
1731,480779,1888
1732,521203,2051
1733,990475,3942
1734,859875,3416
1735,893189,1786
1736,1627570,3275
1737,283383,1093
1738,54823,172
1739,682101,1358
1740,1061995,4231
1741,486731,1912
1742,901787,3585
1743,293951,1135
1744,951635,3786
1745,1100919,4387
1746,2881269,5818
1747,3061298,6183
1748,826643,3282
1749,312647,1211
1750,745299,2954
1751,97727,345
1752,1029257,2062
1753,825899,3279
1754,173035,649
1755,1774075,3572
1756,409271,1600
1757,1745890,3515
1758,460195,1805
1759,460744,909
1760,252383,968
1761,806830,1611
1762,840435,3337
1763,886659,3524
1764,1137375,4534
1765,886287,1772
1766,110623,397
1767,528795,2081
1768,209987,798
1769,410595,1605
1770,1802926,3631
1771,576106,1143
1772,601590,1195
1773,589417,1170
1774,93648,165
1775,625899,1244
1776,91775,321
1777,312895,1212
1778,394475,1540
1779,686538,1367
1780,273367,1052
1781,925727,1852
1782,545011,2147
1783,807299,3204
1784,594115,2345
1785,2529351,5104
1786,755899,1508
1787,420019,1643
1788,2068312,4169
1789,842763,3347
1790,463915,1820
1791,648084,1289
1792,1323237,2658
1793,901539,3584
1794,319343,1238
1795,446967,1752
1796,658437,1310
1797,213459,812
1798,721491,2858
1799,642379,2539
1800,918155,3651
1801,935171,3719
1802,284527,1097
1803,527640,1045
1804,328423,1274
1805,899307,3575
1806,309575,1198
1807,651555,2576
1808,771835,3061
1809,519963,2046
1810,365955,1425
1811,543416,1077
1812,998011,3973
1813,1296767,2604
1814,588163,2321
1815,854915,3396
1816,1733413,3490
1817,2139304,4313
1818,295285,574
1819,831071,1660
1820,1571216,3161
1821,859581,1718
1822,579731,2287
1823,658437,1310
1824,658899,2605
1825,528395,2080
1826,314287,1217
1827,315527,1222
1828,1290547,2592
1829,335711,1304
1830,900547,3580
1831,1000987,3985
1832,961459,3825
1833,525432,1041
1834,885171,3518
1835,863347,3430
1836,386291,1507
1837,794155,3151
1838,1947118,3923
1839,2060424,4153
1840,444323,1741
1841,981436,1965
1842,1859128,3745
1843,78383,267
1844,1729962,3483
1845,257991,990
1846,856651,3403
1847,26107,28
1848,1817223,3660
1849,395467,1544
1850,1721581,3466
1851,372911,1454
1852,487227,1914
1853,2387519,4816
1854,292311,1129
1855,386799,1510
1856,748179,2965
1857,375887,1466
1858,1479863,5915
1859,332639,1291
1860,266423,1024
1861,202935,768
1862,828131,3288
1863,506323,1991
1864,121256,221
1865,760079,1516
1866,313391,1214
1867,293703,1134
1868,1072895,4274
1869,619907,2449
1870,1075883,4287
1871,662229,1318
1872,1053907,2112
1873,1030736,2065
1874,1811800,3649
1875,483507,1899
1876,955107,3800
1877,727939,2884
1878,645851,2553
1879,291719,1126
1880,697384,1389
1881,1164655,4644
1882,617518,1227
1883,697187,2760
1884,1727156,3477
1885,798371,3168
1886,347367,1351
1887,258595,994
1888,1469199,5872
1889,597587,2359
1890,771587,3060
1891,720062,1435
1892,548483,2161
1893,1748355,3520
1894,43167,125
1895,34488,45
1896,390919,1526
1897,871035,3461
1898,596099,2353
1899,301639,1166
1900,1608684,3237
1901,470611,1847
1902,958579,3814
1903,927827,3690
1904,1103411,4398
1905,1439092,2893
1906,621803,1236
1907,1040596,2085
1908,554755,1100
1909,571051,2252
1910,357935,1393
1911,755219,2994
1912,581963,2296
1913,1253439,5002
1914,919147,3655
1915,953371,3793
1916,968499,3854
1917,585187,2309
1918,1408185,2830
1919,269151,1035
1920,1001731,3988
1921,81323,140
1922,907979,1816
1923,349007,1357
1924,400923,1566
1925,773723,3068
1926,2329602,4699
1927,611450,1215
1928,271479,1045
1929,601059,2373
1930,249407,956
1931,2578567,5204
1932,457467,1794
1933,96487,340
1934,40404,57
1935,1829700,3685
1936,989324,1981
1937,347023,1349
1938,1526012,3069
1939,745039,2952
1940,1101728,2209
1941,1116025,2238
1942,1770881,3566
1943,882595,3507
1944,585321,1162
1945,831755,3302
1946,1049499,4180
1947,902187,3586
1948,930459,3700
1949,231055,882
1950,863843,3432
1951,342807,1332
1952,519467,2044
1953,500123,1966
1954,932291,3708
1955,229567,876
1956,594688,1181
1957,771587,3060
1958,1163331,4639
1959,299999,1160
1960,842903,1684
1961,59039,189
1962,400675,1565
1963,926220,1853
1964,586459,1164
1965,666325,1326
1966,709064,1413
1967,734852,1465
1968,520707,2049
1969,570531,1132
1970,1779262,3583
1971,719011,2848
1972,1392409,2798
1973,585814,1163
1974,485987,1909
1975,855721,1710
1976,504587,1984
1977,453251,1777
1978,751614,1499
1979,655972,1305
1980,838039,3327
1981,101536,181
1982,405303,1584
1983,113368,205
1984,1676718,3375
1985,424979,1663
1986,353719,1376
1987,45399,134
1988,1800120,3625
1989,771339,3059
1990,520211,2047
1991,266767,1026
1992,954814,1911
1993,841275,3341
1994,1565300,3149
1995,967632,1937
1996,14275,4
1997,405869,798
1998,495411,1947
1999,529139,2083
2000,352231,1370
2001,587786,1167
2002,349599,1360
2003,521451,2052
2004,805928,1609
2005,23327,45
2006,1186524,2381
2007,484003,1901
2008,198579,752
2009,1428739,2872
2010,803083,3187
2011,2289176,4617
2012,711681,1418
2013,1124231,4481
2014,39911,56
2015,342311,1330
2016,1646152,3313
2017,361999,1410
2018,372911,1454
2019,452856,893
2020,792323,3143
2021,850947,3380
2022,1540650,3099
2023,614067,1220
2024,527792,1045
2025,514822,1019
2026,54823,172
2027,847256,1693
2028,483011,1897
2029,352479,1371
2030,1013539,4035
2031,596595,2355
2032,1128161,2262
2033,335367,1302
2034,1020383,2044
2035,1166804,2341
2036,709064,1413
2037,324703,1259
2038,1572354,3163
2039,333879,1296
2040,689496,1373
2041,489707,1924
2042,894668,1789
2043,400675,1565
2044,784883,3113
2045,776051,3078
2046,744560,1485
2047,1610163,3240
2048,791083,3138
2049,260967,1002
2050,1143327,4558
2051,1166311,2340
2052,861448,1721
2053,2232072,4501
2054,847833,1694
2055,226591,864
2056,334967,1301
2057,1194579,4765
2058,1016019,4045
2059,419687,1642
2060,358305,702
2061,467387,1834
2062,738644,1473
2063,1037595,4132
2064,339335,1318
2065,293703,1134
2066,370831,1445
2067,1123983,4480
2068,582363,1156
2069,370583,1444
2070,1288903,5145
2071,437131,1712
2072,262703,1009
2073,937066,1875
2074,1648769,3318
2075,1877862,3783
2076,1603754,3227
2077,827387,3285
2078,523683,2061
2079,2569436,5185
2080,258983,994
2081,309823,1199
2082,927206,1855
2083,267015,1027
2084,599277,1190
2085,891710,1783
2086,478299,1878
2087,240727,921
2088,446803,1751
2089,390919,1526
2090,375543,1464
2091,553769,1098
2092,360167,1402
2093,937559,1876
2094,865581,1730
2095,835015,1668
2096,1672926,3367
2097,120955,439
2098,624268,1241
2099,646605,1286
2100,819451,3253
2101,849955,3376
2102,352882,691
2103,2464275,4972
2104,1063635,4237
2105,1123913,2254
2106,525667,2069
2107,834331,3313
2108,317855,1232
2109,291223,1124
2110,2015561,4062
2111,1832506,3691
2112,316023,1224
2113,787611,3124
2114,1156387,4611
2115,339431,1319
2116,1461770,2939
2117,637731,1268
2118,1074613,2154
2119,2172419,4380
2120,302680,589
2121,370831,1445
2122,364479,1420
2123,298263,1153
2124,787115,3122
2125,851693,1702
2126,649563,1292
2127,1844574,3715
2128,694919,1384
2129,346375,1347
2130,746043,2957
2131,473339,1858
2132,302135,1168
2133,896827,3565
2134,1314856,2641
2135,1204995,4807
2136,644633,1282
2137,33502,43
2138,836494,1671
2139,346375,1347
2140,718515,2846
2141,288495,1113
2142,982422,1967
2143,679977,1354
2144,309575,1198
2145,897475,3567
2146,278919,1075
2147,249667,958
2148,1719116,3461
2149,1501703,3020
2150,847475,3366
2151,584443,2306
2152,712667,1420
2153,571517,1134
2154,508555,2000
2155,1949347,3928
2156,1941611,3912
2157,310663,1203
2158,787194,1571
2159,491443,1931
2160,23575,46
2161,369439,1440
2162,328519,1275
2163,479539,1883
2164,716435,2837
2165,960467,3821
2166,44903,132
2167,272375,1048
2168,1187510,2383
2169,344639,1340
2170,1682141,3386
2171,16247,8
2172,94141,166
2173,336111,1305
2174,981436,1965
2175,1137127,4533
2176,684073,1362
2177,293703,1134
2178,327183,1269
2179,1051442,2107
2180,548483,2161
2181,1103700,2213
2182,1671447,3364
2183,364219,1418
2184,238247,911
2185,2048440,4129
2186,1751806,3527
2187,615939,2433
2188,551955,2175
2189,788699,3129
2190,1024820,2053
2191,116327,420
2192,580035,2287
2193,1183255,4719
2194,601803,2376
2195,188907,713
2196,690975,1376
2197,1659463,3340
2198,632649,1258
2199,876491,3483
2200,530131,2087
2201,444571,1742
2202,1048484,2101
2203,1293283,5163
2204,1850254,3727
2205,389527,1521
2206,524834,1039
2207,693933,1382
2208,922371,3668
2209,806047,3198
2210,409851,1602
2211,3425777,6922
2212,944431,3756
2213,529271,1048
2214,378023,1474
2215,688851,1372
2216,474653,938
2217,259587,998
2218,734852,1465
2219,816475,3241
2220,2232481,4502
2221,1890187,3808
2222,366119,1426
2223,622635,2460
2224,1709901,3442
2225,1092361,2190
2226,1816882,3659
2227,248911,954
2228,1148070,2303
2229,705123,2792
2230,1168776,2345
2231,1096798,2199
2232,708595,2806
2233,241871,925
2234,783166,1563
2235,508307,1999
2236,599277,1190
2237,643963,2546
2238,797547,1592
2239,411587,1609
2240,1080003,4303
2241,2652108,5353
2242,482515,1895
2243,45895,136
2244,474579,1863
2245,845739,3359
2246,781507,3100
2247,1912372,3853
2248,439859,1723
2249,730171,2893
2250,249311,955
2251,413323,1616
2252,339679,1320
2253,519715,2045
2254,382487,1492
2255,731401,1458
2256,789595,3132
2257,1911622,3851
2258,993761,1990
2259,709987,2811
2260,874455,1748
2261,752448,1501
2262,1588887,6354
2263,271631,1045
2264,1413151,5646
2265,665595,2632
2266,446555,1750
2267,213707,813
2268,564851,2227
2269,1625939,3272
2270,1579104,3177
2271,367855,1433
2272,503595,1980
2273,82309,142
2274,1048977,2102
2275,331495,1287
2276,722375,1440
2277,650549,1294
2278,510539,2008
2279,736467,2919
2280,94999,334
2281,643123,2542
2282,796561,1590
2283,795879,3157
2284,1367114,2747
2285,1441557,2898
2286,362742,711
2287,270251,1041
2288,701328,1397
2289,934771,3718
2290,1663407,3348
2291,1161381,2330
2292,918307,3651
2293,685059,1364
2294,160635,599
2295,273367,1052
2296,943355,3752
2297,1554113,3126
2298,727305,1450
2299,419027,1639
2300,1546073,3110
2301,1988446,4007
2302,164147,308
2303,414563,1621
2304,1836109,3698
2305,1796517,3618
2306,556419,2193
2307,21177,18
2308,424483,1661
2309,1956742,3943
2310,229815,877
2311,842267,3345
2312,15391,13
2313,1694466,3411
2314,569315,2245
2315,376053,738
2316,1311635,5237
2317,809872,1617
2318,287255,1108
2319,353967,1377
2320,345135,1342
2321,356826,699
2322,500619,1968
2323,46639,139
2324,2062244,4157
2325,836258,1671
2326,919879,3657
2327,1035173,2074
2328,942982,1887
2329,27295,61
2330,1969712,3969
2331,1976121,3982
2332,1062781,2130
2333,2690478,5431
2334,752107,1500
2335,2904676,5865
2336,876243,3482
2337,1634813,3290
2338,421304,829
2339,1427412,2869
2340,503483,996
2341,260471,1000
2342,1537692,3093
2343,350495,1363
2344,349503,1359
2345,2026407,4084
2346,1819688,3665
2347,41679,119
2348,1161099,4630
2349,679636,1353
2350,708595,2806
2351,2762199,5576
2352,695412,1385
2353,356295,1387
2354,1468179,2952
2355,445563,1746
2356,2028872,4089
2357,363235,712
2358,568875,2242
2359,767771,3044
2360,349007,1357
2361,540610,1071
2362,1092899,4355
2363,836811,3323
2364,954115,3796
2365,516739,2033
2366,321327,1246
2367,2189097,4414
2368,2014423,4060
2369,950870,1903
2370,786467,3120
2371,996771,3968
2372,838947,3331
2373,345135,1342
2374,1739329,3502
2375,580475,2290
2376,339831,1320
2377,98085,174
2378,308183,1193
2379,838947,3331
2380,261463,1004
2381,339583,1319
2382,995240,1993
2383,1434655,2884
2384,332391,1290
2385,553939,2183
2386,1344436,2701
2387,596812,1185
2388,323215,1253
2389,723597,1442
2390,812507,3225
2391,269991,1039
2392,1269807,5068
2393,1038091,4134
2394,635531,2512
2395,84087,290
2396,654834,1303
2397,298263,1153
2398,309327,1197
2399,679636,1353
2400,49367,150
2401,545755,2150
2402,451515,1770
2403,319358,623
2404,1639823,6560
2405,315527,1222
2406,451763,1771
2407,213103,809
2408,743067,2945
2409,298167,1152
2410,780208,1557
2411,551707,2174
2412,508059,1998
2413,1807856,3641
2414,500123,1966
2415,288495,1113
2416,194115,734
2417,853923,3392
2418,537652,1065
2419,576259,2273
2420,331895,1288
2421,236015,902
2422,334623,1299
2423,403071,1575
2424,256611,986
2425,765759,1528
2426,667804,1329
2427,569563,2246
2428,1945555,3920
2429,283287,1092
2430,135553,250
2431,351896,689
2432,634280,1261
2433,609739,2408
2434,540795,2130
2435,775059,3074
2436,352975,1373
2437,22831,43
2438,794998,1587
2439,1024947,4081
2440,484995,1905
2441,852683,3387
2442,37463,102
2443,250799,961
2444,590744,1173
2445,988339,3934
2446,559837,1110
2447,339831,1320
2448,2565340,5177
2449,559344,1109
2450,441843,1731
2451,736672,1469
2452,51103,157
2453,1128611,4499
2454,350247,1362
2455,1045526,2095
2456,1037939,4134
2457,639210,1271
2458,1679183,3380
2459,725955,2876
2460,2040704,4113
2461,1728635,3480
2462,804858,1607
2463,931051,3703
2464,868046,1735
2465,318751,1235
2466,256255,983
2467,880371,1760
2468,606267,2394
2469,898963,3573
2470,1781879,3588
2471,762953,1522
2472,318007,1232
2473,328271,1274
2474,318007,1232
2475,484995,1905
2476,674061,1342
2477,604055,1200
2478,757451,3003
2479,1290699,2592
2480,412083,1611
2481,935019,3719
2482,329663,1279
2483,513763,2021
2484,1600948,3221
2485,572162,1135
2486,1386000,2785
2487,323959,1256
2488,1150535,2308
2489,287999,1111
2490,288603,1115
2491,898119,1796
2492,400839,1566
2493,906251,3603
2494,2380381,4802
2495,947171,3768
2496,842267,3345
2497,316615,1227
2498,41431,118
2499,277927,1071
2500,356695,1388
2501,1356420,2725
2502,949803,3778
2503,1040596,2085
2504,579731,2287
2505,762067,3021
2506,434167,1701
2507,1048011,4174
2508,704627,2790
2509,1357102,2727
2510,33991,88
2511,889738,1779
2512,1894776,3817
2513,1634320,3289
2514,271135,1043
2515,215927,821
2516,647339,2559
2517,792667,3145
2518,199643,380
2519,732403,2902
2520,1032635,4112
2521,880459,3499
2522,605686,1203
2523,390671,1525
2524,1050949,2106
2525,484003,1901
2526,781194,1559
2527,1393395,2800
2528,660409,1314
2529,1602768,3225
2530,956786,1915
2531,1280194,2571
2532,823171,3268
2533,666187,2635
2534,1484941,2986
2535,365223,1423
2536,728291,1452
2537,420019,1643
2538,550467,2169
2539,929715,3697
2540,69703,232
2541,2000771,4032
2542,293951,1135
2543,590744,1173
2544,297271,1149
2545,287351,1109
2546,672734,1339
2547,540547,2129
2548,963291,3833
2549,200052,381
2550,1379671,5511
2551,951635,3786
2552,357039,1390
2553,920291,3659
2554,963195,3832
2555,352079,1370
2556,278079,1071
2557,822197,1642
2558,315623,1223
2559,534843,2106
2560,468379,1838
2561,1270334,2551
2562,272523,528
2563,374895,1462
2564,255111,979
2565,712219,2820
2566,363639,1416
2567,626355,2475
2568,301143,1164
2569,266919,1026
2570,2085567,4204
2571,546526,1083
2572,377375,1472
2573,1644180,3309
2574,840438,1679
2575,673875,2666
2576,275943,1063
2577,479539,1883
2578,196347,743
2579,341899,1328
2580,1047005,2098
2581,591635,2335
2582,320087,1241
2583,392159,1531
2584,130875,479
2585,1515507,3048
2586,869934,1739
2587,540299,2128
2588,1104307,4401
2589,838466,1675
2590,299159,1156
2591,672734,1339
2592,734936,1465
2593,840354,1679
2594,950377,1902
2595,353319,1375
2596,1497759,3012
2597,599618,1191
2598,589651,2327
2599,1272610,2555
2600,926220,1853
2601,1816730,3659
2602,727691,2883
2603,264191,1015
2604,186179,702
2605,662123,2618
2606,992059,3949
2607,950795,3782
2608,1020731,4064
2609,517979,2038
2610,384967,1502
2611,330503,1283
2612,567573,1126
2613,621795,2456
2614,384471,1500
2615,54079,169
2616,430931,1687
2617,1445994,2907
2618,312647,1211
2619,1133773,2274
2620,822179,3264
2621,174771,656
2622,363143,1414
2623,839291,3333
2624,2070284,4173
2625,1878848,3785
2626,533851,2102
2627,1734058,3491
2628,267167,1027
2629,1002142,2007
2630,370679,1445
2631,2049578,4131
2632,619659,2448
2633,26799,59
2634,442999,1736
2635,886907,3525
2636,1186676,2381
2637,603069,1198
2638,606520,1205
2639,183783,348
2640,538563,2121
2641,1260133,2530
2642,988739,3935
2643,879385,1758
2644,879219,3494
2645,759995,1516
2646,936507,3725
2647,458459,1798
2648,342903,1333
2649,539965,1070
2650,1256037,2522
2651,530379,2088
2652,445479,1746
2653,779275,3091
2654,1587637,3194
2655,554187,2184
2656,2301501,4642
2657,334871,1300
2658,756628,1509
2659,226107,863
2660,1370072,2753
2661,1280139,5110
2662,856155,3401
2663,355055,1382
2664,443083,1736
2665,796139,3159
2666,929563,3697
2667,313391,1214
2668,728187,2885
2669,704627,1404
2670,526163,2071
2671,651307,2575
2672,1899554,3827
2673,1332604,2677
2674,472843,1856
2675,22087,40
2676,1119476,2245
2677,1935779,3900
2678,507067,1994
2679,230559,880
2680,782747,3105
2681,568559,1128
2682,1055203,4203
2683,114343,412
2684,362895,1413
2685,1827083,3680
2686,263943,1014
2687,696975,1388
2688,489831,968
2689,76886,131
2690,509547,2004
2691,763294,1523
2692,1408033,2830
2693,686867,2719
2694,1536365,3090
2695,962051,3828
2696,494419,1943
2697,835819,3319
2698,117805,214
2699,1810814,3647
2700,1149549,2306
2701,1513535,3044
2702,301887,1167
2703,1180115,2368
2704,1170523,4668
2705,1904484,3837
2706,338591,1315
2707,814243,3232
2708,702891,1400
2709,770595,3056
2710,733373,1462
2711,652028,1297
2712,756211,2998
2713,666325,1326
2714,387695,1513
2715,724006,1443
2716,1251951,4996
2717,584335,1160
2718,727950,1451
2719,865483,3438
2720,344887,1341
2721,627099,2478
2722,756955,3001
2723,548235,2160
2724,913691,3633
2725,592131,2337
2726,1695452,3413
2727,275351,1060
2728,901043,3582
2729,1570723,3160
2730,868803,3452
2731,15639,14
2732,1112081,2230
2733,738303,1472
2734,643647,1280
2735,1065371,4244
2736,345631,1344
2737,1179622,2367
2738,1301963,5198
2739,965660,1933
2740,899211,3574
2741,658003,2602
2742,253127,971
2743,375639,1465
2744,456155,900
2745,26799,59
2746,764023,1524
2747,1268362,2547
2748,320239,1241
2749,809931,3214
2750,114011,411
2751,1221034,2451
2752,216187,823
2753,597305,1186
2754,620476,1233
2755,848371,3369
2756,349599,1360
2757,395135,1543
2758,323807,1256
2759,1865196,3757
2760,320099,1242
2761,415236,817
2762,902423,3586
2763,921627,3665
2764,1785671,3596
2765,611602,1215
2766,611971,2417
2767,922771,3669
2768,711188,1417
2769,879963,3497
2770,941867,3746
2771,897133,1794
2772,1764472,3553
2773,771334,1539
2774,846731,3363
2775,975583,3881
2776,701328,1397
2777,341167,1326
2778,991067,3945
2779,231067,883
2780,805315,3196
2781,947171,3768
2782,574475,1140
2783,251543,964
2784,586800,1165
2785,29031,68
2786,1009044,2021
2787,342063,1329
2788,409367,1601
2789,372319,1451
2790,499131,1962
2791,1028171,4094
2792,1782372,3589
2793,527792,1045
2794,527147,1044
2795,1190363,4748
2796,515747,2029
2797,495411,1947
2798,380599,1485
2799,603069,1198
2800,462179,1813
2801,665291,2632
2802,332735,1292
2803,985763,3923
2804,937899,3730
2805,663708,1321
2806,575763,2271
2807,303223,1173
2808,2083102,4199
2809,934427,3716
2810,222623,848
2811,884923,3517
2812,895587,3560
2813,349751,1360
2814,778729,1554
2815,305207,1181
2816,971227,3865
2817,25121,26
2818,438039,1716
2819,402659,1573
2820,22656,21
2821,287363,1110
2822,378119,1475
2823,1764624,3553
2824,1138531,4539
2825,372071,1450
2826,356295,1387
2827,300247,1161
2828,640044,1273
2829,1487899,2992
2830,1116555,4451
2831,1392409,2798
2832,1001649,2006
2833,713994,1423
2834,944443,3757
2835,1827576,3681
2836,148815,551
2837,1112574,2231
2838,786219,3119
2839,507315,1995
2840,149227,553
2841,356047,1386
2842,252879,970
2843,1155147,4606
2844,347023,1349
2845,865827,3440
2846,151822,283
2847,1833492,3693
2848,1206737,2422
2849,1203259,4800
2850,2567228,5181
2851,474083,1861
2852,3684602,7447
2853,1866523,3760
2854,998198,1999
2855,844003,3352
2856,98578,175
2857,605523,2391
2858,1558398,3135
2859,105480,189
2860,229567,876
2861,1738495,3500
2862,2472808,4989
2863,692723,2742
2864,977427,3890
2865,1302683,2616
2866,517235,2035
2867,740359,1476
2868,1855336,3737
2869,290479,1121
2870,713008,1421
2871,256599,985
2872,934601,1870
2873,1676718,3375
2874,497891,1957
2875,343895,1337
2876,580723,2291
2877,1632584,3285
2878,241223,923
2879,345135,1342
2880,267167,1027
2881,217167,826
2882,1379098,2771
2883,283369,550
2884,836315,3321
2885,496733,982
2886,1550662,3119
2887,363887,1417
2888,719076,1433
2889,983901,1970
2890,1672774,3367
2891,833835,3311
2892,375791,1465
2893,1557412,3133
2894,1185735,4729
2895,563288,1117
2896,374303,1459
2897,48785,74
2898,1674746,3371
2899,782995,3106
2900,33743,87
2901,250055,958
2902,305455,1182
2903,657944,1309
2904,329251,1277
2905,504091,1982
2906,335863,1304
2907,130623,240
2908,393731,1537
2909,1799475,3624
2910,1148070,2303
2911,542779,2138
2912,349751,1360
2913,253031,970
2914,1775470,3575
2915,65487,215
2916,1512503,6046
2917,818363,3248
2918,454243,1781
2919,550470,1091
2920,635283,2511
2921,296679,1146
2922,445811,1747
2923,484003,1901
2924,180971,681
2925,412743,1614
2926,320487,1242
2927,814491,3233
2928,744560,1485
2929,323215,1253
2930,346127,1346
2931,1681307,3384
2932,834522,1667
2933,1000987,3985
2934,778035,3086
2935,373159,1455
2936,627155,2477
2937,281551,1085
2938,1001719,3987
2939,379359,1480
2940,1747710,3519
2941,709064,1413
2942,33247,85
2943,842763,3347
2944,160635,599
2945,2539211,5124
2946,1188496,2385
2947,340919,1325
2948,2369535,4780
2949,572539,2258
2950,523683,2061
2951,112771,406
2952,1020876,2045
2953,298015,1152
2954,248167,951
2955,964779,3839
2956,1748203,3520
2957,799019,3170
2958,772661,1542
2959,1113560,2233
2960,1078599,4297
2961,290327,1121
2962,1795531,3616
2963,704134,1403
2964,241979,927
2965,702807,1400
2966,1727990,3479
2967,781042,1559
2968,1742780,3509
2969,377279,1471
2970,609137,1210
2971,286015,1103
2972,372167,1451
2973,2124021,4282
2974,1006579,2016
2975,336607,1307
2976,1013787,4036
2977,990475,3942
2978,71935,241
2979,301639,1166
2980,1624119,3268
2981,1509743,3036
2982,1362677,2738
2983,1148451,4579
2984,285519,1101
2985,507427,1004
2986,405195,1582
2987,174007,328
2988,401667,1569
2989,211227,803
2990,945683,3762
2991,453747,1779
2992,329663,1279
2993,291815,1127
2994,294295,1137
2995,1081491,4309
2996,91676,161
2997,306447,1186
2998,498635,1960
2999,652028,1297
3000,344887,1341
3001,1035666,2075
3002,438039,1716
3003,1638909,3298
3004,833243,3308
3005,750163,2973
3006,435643,1706
3007,757947,3005
3008,1065246,2135
3009,101199,359
3010,345135,1342
3011,306847,1187
3012,782747,3105
3013,612219,2418
3014,1572202,3163
3015,273509,530
3016,891123,3542
3017,491443,1931
3018,297767,1151
3019,750135,1496
3020,1297983,5181
3021,2527872,5101
3022,1485927,2988
3023,1058427,4216
3024,2339462,4719
3025,1048977,2102
3026,493775,976
3027,510043,2006
3028,804858,1607
3029,1097784,2201
3030,1084966,2175
3031,67223,222
3032,461435,1810
3033,250895,962
3034,1507126,3031
3035,593523,2342
3036,950870,1903
3037,1232032,2473
3038,739782,1475
3039,1122907,4476
3040,469867,1844
3041,382239,1491
3042,336359,1306
3043,59039,189
3044,309423,1198
3045,989483,3938
3046,395383,1544
3047,1022848,2049
3048,374551,1460
3049,485243,1906
3050,518723,2041
3051,326191,1265
3052,490451,1927
3053,682899,2703
3054,992307,3950
3055,329663,1279
3056,1571709,3162
3057,22583,42
3058,57055,181
3059,895491,3559
3060,610731,2412
3061,809531,3213
3062,731894,1459
3063,425227,1664
3064,856155,3401
3065,1141661,2290
3066,558358,1107
3067,238247,911
3068,798867,3170
3069,674371,2668
3070,563611,2222
3071,1761514,3547
3072,356199,1386
3073,842515,3346
3074,335615,1303
3075,291967,1127
3076,669131,1332
3077,1762007,3548
3078,655027,2590
3079,1663407,3348
3080,1433176,2881
3081,1526846,3071
3082,614699,2428
3083,610616,1213
3084,854915,3396
3085,893682,1787
3086,319851,624
3087,264299,1017
3088,1027675,4092
3089,286511,1105
3090,342407,1331
3091,410607,1606
3092,1243023,4960
3093,481523,1891
3094,864739,3435
3095,1480997,2978
3096,232097,446
3097,329015,1277
3098,440519,1726
3099,489679,968
3100,869547,3455
3101,296431,1145
3102,693933,1382
3103,933683,3713
3104,827635,3286
3105,316519,1226
3106,634787,2509
3107,462179,1813
3108,1084284,2173
3109,306199,1185
3110,359671,1400
3111,686879,1368
3112,330007,1281
3113,522443,2056
3114,273119,1051
3115,286855,1107
3116,208735,792
3117,720003,2852
3118,512771,2017
3119,2265512,4569
3120,842763,3347
3121,548731,2162
3122,779771,3093
3123,827883,3287
3124,552203,2176
3125,1375495,2764
3126,206052,393
3127,347519,1351
3128,1071162,2147
3129,1009407,4018
3130,1965616,3961
3131,230323,880
3132,484408,957
3133,1454868,2925
3134,701499,2778
3135,282143,1088
3136,1755105,3534
3137,391995,1530
3138,530627,2089
3139,495659,1948
3140,494609,978
3141,897723,3568
3142,207259,787
3143,1656998,3335
3144,370137,726
3145,358515,1395
3146,3150038,6363
3147,428615,1678
3148,1089027,4340
3149,920797,1842
3150,276839,1066
3151,1359831,5431
3152,952379,3789
3153,585091,2308
3154,767123,3042
3155,1521916,3061
3156,627843,2481
3157,537323,2116
3158,323559,1255
3159,1285617,2582
3160,2702053,5454
3161,494419,1943
3162,616039,1224
3163,167083,625
3164,21839,39
3165,987843,3932
3166,521876,1033
3167,468875,1840
3168,824411,3273
3169,327279,1270
3170,979067,3896
3171,997171,3969
3172,389267,1519
3173,813747,3230
3174,2363703,4768
3175,483915,956
3176,499875,1965
3177,193619,732
3178,433907,1699
3179,330655,1283
3180,439859,1723
